date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qb1_value_pre,qb2_value_pre,qbelo_prob1,qbelo_prob2,qb1_game_value,qb2_game_value,score1,score2,result
2021-10-24,2021,0,,SF,IND,1486.06487664884,1532.28445234032,0.527000910482883,0.472999089517117,1527.62291555348,1502.48963991934,131.337808765842,136.720075790782,0.657532816833991,0.342467183166009,-42.0753611384898,228.866760711972,18,30,loss
2021-10-25,2021,0,,SEA,NO,1529.38911796185,1613.50129890897,0.472523070323861,0.527476929676139,1522.76246842146,1575.65854028123,122.984314021306,150.942690233102,0.408724910523496,0.591275089476504,30.5515213909815,137.46113348698,10,13,loss
2021-10-28,2021,0,,ARI,GB,1646.52012493395,1658.99274160788,0.575022250846355,0.424977749153645,1637.88780197842,1616.92248038313,226.838274648567,235.942955058927,0.623547424321875,0.376452575678125,79.3573505798938,158.434616124578,21,24,loss
2021-10-31,2021,0,,IND,TEN,1559.55183482612,1588.37609533507,0.551873747675442,0.448126252324558,1538.05219229912,1579.00896136193,145.934744282901,172.383551685384,0.541069951163761,0.458930048836239,75.1826550171391,164.92469793406,31,34,loss
2021-10-31,2021,0,,BUF,MIA,1672.47107071201,1418.10059660603,0.862764605574931,0.137235394425069,1639.96084330161,1416.02006400732,269.532393842066,144.597284445017,0.871132541390394,0.128867458609606,383.630541442909,87.5659610818595,26,11,win
2021-10-31,2021,0,,CHI,SF,1480.76128824339,1458.79749416304,0.622601225275922,0.377398774724078,1472.91085855784,1492.0603631737,45.7055337099101,113.996491775409,0.513285601964802,0.486714398035198,232.569713691999,300.588491062815,22,33,loss
2021-10-31,2021,0,,CLE,PIT,1536.46929352588,1503.91098964153,0.636820526998386,0.363179473001614,1555.9789616521,1485.42509364645,151.437053604677,182.494515072854,0.643582995852027,0.356417004147973,79.7190296905952,149.953634117338,10,15,loss
2021-10-31,2021,0,,DET,PHI,1309.86309624133,1410.27140333946,0.449219037450119,0.550780962549881,1293.96099568009,1415.51382117758,143.500242185989,165.997590856637,0.375794929433482,0.624205070566518,10.0623233631089,129.685163847189,6,44,loss
2021-10-31,2021,0,,ATL,CAR,1453.0664250733,1424.08075925576,0.632050822596908,0.367949177403092,1433.58967641299,1431.58243718966,196.595761568454,88.3386301702354,0.628728476526045,0.371271523473955,-13.4496373306627,99.9370589167286,13,19,loss
2021-10-31,2021,0,,HOU,LAR,1361.23725766646,1634.14915803656,0.232038355551676,0.767961644448324,1351.62726801498,1627.11973405003,68.907183947482,214.878587652783,0.116038939269188,0.883961060730812,197.970635039483,267.991860560264,22,38,loss
2021-10-31,2021,0,,NYJ,CIN,1321.08385799458,1539.92974677422,0.292016986985166,0.707983013014834,1334.50062445598,1540.5506561958,35.82018,174.622593213429,0.235058243499712,0.764941756500288,313.075810791007,115.465761589638,34,31,win
2021-10-31,2021,0,,LAC,NE,1545.92655572707,1491.62373240509,0.665246287939938,0.334753712060062,1562.29713065414,1501.75750821187,211.840573125173,131.9313918356,0.718436551291198,0.281563448708802,31.6727690465224,89.7337035487111,24,27,loss
2021-10-31,2021,0,,SEA,JAX,1516.40083046806,1295.76123977536,0.838115616355759,0.161884383644241,1511.751251635,1319.92002142824,113.741034758274,119.951549920639,0.725620500517942,0.274379499482058,191.218010637924,117.684367828256,31,7,win
2021-10-31,2021,0,,NO,TB,1626.48958640276,1686.80135924041,0.506746491767187,0.493253508232813,1586.66975706769,1664.21670167925,149.59453455849,264.299807982872,0.415203346919371,0.584796653080629,121.260046664408,297.940236337057,36,27,win
2021-10-31,2021,0,,DEN,WSH,1430.88070895129,1411.42980268487,0.61919633940049,0.38080366059951,1446.65254325355,1448.18295526725,152.279740190115,101.073165821921,0.674460093150564,0.325539906849436,66.4252110419594,24.8234661316138,17,10,win
2021-10-31,2021,0,,MIN,DAL,1511.26847645357,1549.63072327855,0.538259870943631,0.461740129056369,1513.48717383846,1584.95387048968,227.732607213825,0,0.79924352913834,0.20075647086166,163.765269243429,170.225764295984,16,20,loss
2021-11-01,2021,0,,KC,NYG,1584.05742870397,1411.67057100879,0.796815479580932,0.203184520419068,1570.727056239,1424.23122880225,235.861808215492,136.76543970579,0.763919576120858,0.236080423879142,108.84730702395,83.8939922007921,20,17,win
2021-11-04,2021,0,,IND,NYJ,1543.99483370996,1342.18921147039,0.822861592404406,0.177138407595594,1522.8529384266,1357.88843133666,138.859535356325,63.5457430791008,0.807606319343933,0.192393680656067,283.568764525781,70.1847540529816,45,30,win
2021-11-07,2021,0,,DAL,DEN,1567.16899475142,1446.13242381708,0.744770425986443,0.255229574013557,1613.83078653262,1459.45498924327,262.774610445481,143.6942872753,0.802424046444743,0.197575953555257,103.078583840658,143.993296796882,16,30,loss
2021-11-07,2021,0,,BAL,MIN,1594.88893873437,1493.7302049807,0.722417804448054,0.277582195551946,1590.07177811818,1484.61025779552,220.070433897349,221.335873416786,0.739013396358454,0.260986603641546,311.83076709681,243.768540384401,34,31,win
2021-11-07,2021,0,,CAR,NE,1449.77679559307,1511.12584750133,0.5052539432717,0.4947460567283,1457.11337430392,1523.26782797084,89.4984730448846,127.711623006911,0.458606709522481,0.541393290477519,-77.5245783901786,33.0591355514953,6,24,loss
2021-11-07,2021,0,,CIN,CLE,1518.82439329841,1512.58977985923,0.601102121175241,0.398897878824759,1517.16284931512,1531.78718373692,168.70691005105,144.265251213269,0.58688580921843,0.41311419078157,-20.5977565729039,149.218311267082,16,41,loss
2021-11-07,2021,0,,NO,ATL,1649.15644654641,1427.37038873599,0.839009038268466,0.160990961731534,1614.34921158186,1408.05873929873,89.7247174711496,175.591221678542,0.753817225547724,0.246182774452276,151.666496986517,376.069515535831,25,27,loss
2021-11-07,2021,0,,MIA,HOU,1411.45533276946,1349.22426696362,0.67533190981077,0.32466809018923,1409.81106284442,1345.96056405733,132.320167682221,143.513610143139,0.703887064071397,0.296112935928603,-33.2014414521247,-145.764694613613,17,9,win
2021-11-07,2021,0,,JAX,BUF,1286.53714624264,1679.11633454858,0.131735829176369,0.868264170823631,1303.51586432675,1646.16984446451,119.724831711401,280.94220860215,0.144992091260505,0.855007908739495,40.5839540433914,28.173401121653,9,6,win
2021-11-07,2021,0,,NYG,OAK,1406.58576619928,1525.40609065288,0.423159971101005,0.576840028898995,1418.24112238914,1512.89289837903,131.478294955291,200.105573973672,0.407910309036929,0.592089690963072,56.7311532840456,125.481232688377,23,16,win
2021-11-07,2021,0,,PHI,LAC,1442.66487336812,1526.42444063083,0.473029017784142,0.526970982215858,1441.98800014213,1540.78681089517,162.366348155693,193.823792717308,0.461015507751044,0.538984492248956,220.5133093869,457.335498210578,24,27,loss
2021-11-07,2021,0,,SF,ARI,1491.01306174436,1630.18715551781,0.394847612650914,0.605152387349086,1517.67721969831,1619.88191342634,132.65569170415,120.675414433761,0.570527469245551,0.429472530754449,155.099176333974,220.907519023024,17,31,loss
2021-11-07,2021,0,,KC,GB,1589.14223351348,1675.32571102402,0.469552245347252,0.530447754652748,1576.71716265211,1634.92836893521,223.160358096338,101.56608,0.669239928429705,0.330760071570295,84.2657740665239,52.6055836063775,13,7,win
2021-11-07,2021,0,,LAR,TEN,1646.1621487394,1603.93309645123,0.649595132004398,0.350404867995602,1632.78643800768,1594.20821523445,220.189914943531,171.637666310252,0.684634339804247,0.315365660195753,150.919813281907,110.158394303134,16,28,loss
2021-11-08,2021,0,,PIT,CHI,1527.79050330818,1448.54572066207,0.696426756121429,0.303573243878571,1509.61687156163,1447.29400203323,179.240426977303,64.3919517081189,0.692742883081349,0.307257116918651,117.555357525299,176.019369221691,29,27,win
2021-11-11,2021,0,,MIA,BAL,1424.94270133366,1602.0447003432,0.344046973946024,0.655953026053976,1421.99084038227,1596.7583104242,115.768006768786,229.246467217295,0.300577606069825,0.699422393930175,-18.2635956191938,59.1598311326929,22,10,win
2021-11-14,2021,0,,TEN,NO,1638.96409647717,1627.95818572756,0.607669175968919,0.392330824031081,1631.61911145319,1596.1806898532,165.48973910954,95.9188954226864,0.694892126014182,0.305107873985818,201.142330774663,115.290113633437,23,21,win
2021-11-14,2021,0,,PIT,DET,1534.05026301545,1277.46962621267,0.86426405822153,0.13573594177847,1515.96075743956,1267.48681671554,70.6679776940422,130.156450303701,0.740120692368835,0.259879307631165,150.227196670455,-26.525308223769,16,16,tie
2021-11-14,2021,0,,DAL,ATL,1523.10536896684,1448.56864955484,0.690666678313641,0.309333321686359,1564.96258532381,1426.22726102738,246.805007784999,195.639051064271,0.769010677476853,0.230989322523147,324.889463152816,-130.870077027337,43,3,win
2021-11-14,2021,0,,NYJ,BUF,1333.42897286185,1650.83131041077,0.18954879520162,0.81045120479838,1348.3053748165,1618.60125173523,64.209644176489,255.665327854101,0.19233465840563,0.80766534159437,-43.318952643153,218.866617315117,17,45,loss
2021-11-14,2021,0,,WSH,TB,1396.17808781908,1664.13449909676,0.237160411411802,0.762839588588198,1435.38050927753,1636.53724716508,93.4481958528905,267.663850818291,0.206185112069476,0.793814887930524,161.693335346813,118.180241505487,29,19,win
2021-11-14,2021,0,,NE,CLE,1540.92909474055,1553.06946122945,0.575489565422955,0.424510434577045,1549.92529569275,1571.1202775862,118.246374261369,144.76055721865,0.55601011943213,0.44398988056787,235.818422271366,-34.4120584550447,45,7,win
2021-11-14,2021,0,,IND,JAX,1552.7550723185,1314.82217038045,0.851171875080065,0.148828124919935,1532.43599494676,1331.08445705603,153.330458273271,111.8107439446,0.825960271858544,0.174039728141456,38.6110220811955,-14.8681926340424,23,17,win
2021-11-14,2021,0,,ARI,CAR,1650.87499776786,1419.97354835385,0.84597119315675,0.15402880684325,1651.49111132552,1430.45590658201,130.698624892688,6.43071683440949,0.845230051810174,0.154769948189826,-78.5175302104545,112.990508532901,10,34,loss
2021-11-14,2021,0,,LAC,MIN,1539.42870150963,1486.57444337187,0.663386780503598,0.336613219496402,1553.41308788183,1477.9237254895,220.174963266635,223.579140113547,0.689329034342792,0.310670965657208,95.8955197575946,234.20393493318,20,27,loss
2021-11-14,2021,0,,DEN,PHI,1490.19604960166,1429.66061248932,0.673188112316424,0.326811887683576,1508.32319045208,1429.36172315547,143.724188227458,168.181044278813,0.675372886871103,0.324627113128897,86.6150143156746,205.80094566425,13,30,loss
2021-11-14,2021,0,,GB,SEA,1654.48092626064,1525.62492400078,0.753232036279269,0.246767963720732,1622.73436389296,1528.15540873649,228.192121165492,188.274422399485,0.672806735486903,0.327193264513097,121.996440452468,-63.8612236211773,17,0,win
2021-11-14,2021,0,,OAK,KC,1500.81438202886,1609.98701827686,0.436770786065022,0.563229213934978,1487.52211274094,1588.91116769436,192.643139845143,209.270899693357,0.464317768859117,0.535682231140883,178.971595441684,492.760886635469,14,41,loss
2021-11-15,2021,0,,SF,LAR,1470.32521949431,1611.13114871346,0.392605309278594,0.607394690721406,1486.06802179913,1595.37554178894,134.900040167132,213.262904777369,0.399543305124365,0.600456694875635,227.706765603603,38.8884340874974,31,10,win
2021-11-18,2021,0,,ATL,NE,1426.96429121325,1571.30368418591,0.387765581838449,0.612234418161551,1410.55934834577,1581.88913175516,162.98813825511,130.003579062369,0.333188236582812,0.666811763417188,-35.3651645166676,31.7412810108002,0,25,loss
2021-11-21,2021,0,,NYJ,MIA,1321.97744969736,1460.39912537534,0.39588300835489,0.60411699164511,1336.67068217862,1460.43420422423,100.887288556713,138.894152108701,0.420137019626619,0.579862980373381,194.438130591683,246.499577464986,17,24,loss
2021-11-21,2021,0,,CHI,BAL,1442.2859609548,1566.58827630152,0.41547634525996,0.58452365474004,1440.9501161553,1558.31494658224,75.5546934594761,0,0.705823366997322,0.294176633002678,20.8958751773911,33.4338806646593,13,16,loss
2021-11-21,2021,0,,MIN,GB,1515.7255522886,1667.590758559,0.377532132879658,0.622467867120342,1508.51743700608,1640.62987055818,224.641619595511,217.57255309419,0.412300080106261,0.587699919893739,322.098128575507,424.697034785341,34,31,win
2021-11-21,2021,0,,BUF,IND,1662.28283357526,1557.84616803864,0.726185744307695,0.273814255692305,1630.23594437311,1538.46762539734,251.985456800202,141.858514654063,0.709485585119909,0.290514414880091,101.341508013285,164.73328600463,15,41,loss
2021-11-21,2021,0,,CAR,WSH,1482.89852339748,1436.4802704871,0.655064219716044,0.344935780283956,1493.2932106666,1477.98539781405,138.192096182271,100.272709802283,0.720662672887771,0.279337327112229,299.677520445837,244.814637315693,21,27,loss
2021-11-21,2021,0,,CLE,DET,1522.69487178409,1288.57912482984,0.848366800925538,0.151633199074462,1539.15644152379,1274.81013187556,126.843295651281,0,0.926631025956276,0.0733689740437237,-50.0378721474426,-48.916207826577,13,10,win
2021-11-21,2021,0,,PHI,NO,1470.93083395544,1619.62566938892,0.381830428661661,0.618169571338339,1470.80040335618,1589.88590447708,171.943034417357,97.8560172437615,0.518492913911228,0.481507086088772,232.631505251555,174.650554615516,40,29,win
2021-11-21,2021,0,,TEN,HOU,1647.29661281581,1335.73689839942,0.897306802994889,0.102693197005111,1637.91389682931,1333.78078651948,169.054998276052,114.585779667464,0.899357412687375,0.100642587312625,21.2249216361065,172.52189896739,13,22,loss
2021-11-21,2021,0,,JAX,SF,1309.73107466031,1509.21490628647,0.315581810809818,0.684418189190182,1325.05282660545,1524.42250863478,99.1428502867358,144.180712710779,0.294932148682419,0.705067851317581,48.4603033987476,125.086761992761,10,30,loss
2021-11-21,2021,0,,OAK,CIN,1472.2791345046,1478.34471192819,0.584009252408744,0.415990747591256,1456.92351855741,1477.82975546584,191.275985404797,149.776443388654,0.526623706775264,0.473376293224736,81.3336867193528,57.5691333193201,13,32,loss
2021-11-21,2021,0,,SEA,ARI,1512.51509170242,1587.95002272423,0.484987440868672,0.515012559131328,1510.25990207127,1588.65380724093,163.060857797419,109.777009382373,0.597814760783794,0.402185239216206,2.3672741218807,343.232909445469,13,23,loss
2021-11-21,2021,0,,KC,DAL,1638.52226580112,1544.70972730843,0.713858528509272,0.286141471490728,1619.50976187789,1580.63049800542,237.619898387568,254.613453321781,0.603373623084766,0.396626376915234,49.2197178396551,-98.3006933147755,19,9,win
2021-11-21,2021,0,,LAC,PIT,1510.2775925929,1522.94076439828,0.57475417179028,0.42524582820972,1522.81937636525,1508.63744227954,207.747018915731,173.071920032102,0.636187749867753,0.363812250132247,502.437248203044,233.680029202146,41,37,win
2021-11-22,2021,0,,TB,NYG,1623.83231642874,1431.1774748233,0.815052494908284,0.184947505091716,1593.93235862856,1443.61190802723,252.71548988701,124.003580788166,0.76815585826242,0.23184414173758,231.703462069583,-1.19504040490328,30,10,win
2021-11-25,2021,0,,DET,CHI,1284.87815061125,1431.06887394931,0.385238592739059,0.614761407260941,1273.11530669368,1419.92774664287,114.488274450954,116.415854886493,0.326559235036483,0.673440764963517,226.098477647051,133.930312475555,14,16,loss
2021-11-25,2021,0,,DAL,OAK,1531.91089742761,1436.32528194936,0.715938826505326,0.284061173494674,1562.21906413801,1425.10321202894,219.322038658125,180.281755536252,0.764654413511205,0.235345586488795,309.746967668979,248.685022963297,33,36,loss
2021-11-25,2021,0,,NO,BUF,1587.68881879369,1610.42079750402,0.560530241414353,0.439469758585647,1566.09492770804,1579.92156912935,105.535470980937,236.92106192151,0.490835506475574,0.509164493524426,77.2629127200233,306.436221004602,6,31,loss
2021-11-28,2021,0,,NYG,PHI,1421.09657165541,1502.86768455067,0.475883157078049,0.524116842921951,1430.71477343334,1494.59138012522,111.483718668859,178.011881500777,0.448793043753395,0.551206956246605,141.794317900365,-36.3254200182707,13,7,win
2021-11-28,2021,0,,JAX,ATL,1291.62213802901,1402.57625187147,0.434249689379356,0.565750310620644,1308.25060120029,1389.97581385764,94.0745955979368,143.152807977933,0.470304060383171,0.529695939616829,79.6205079758854,57.0887149087477,14,21,loss
2021-11-28,2021,0,,CIN,PIT,1514.29856448343,1509.57069604254,0.599020586149484,0.400979413850516,1509.65006199431,1497.42171351516,140.555712381721,179.132730949107,0.599871745268796,0.400128254731204,204.371676808517,3.31329339901032,41,10,win
2021-11-28,2021,0,,NE,TEN,1595.69172352769,1597.4405728187,0.590033264380082,0.409966735619918,1602.47266624329,1587.83680191404,120.177349257212,154.271990612058,0.620510547537688,0.379489452462312,255.272095034645,53.8193847247907,36,13,win
2021-11-28,2021,0,,HOU,NYJ,1385.59293839653,1306.04486419898,0.696795738756664,0.303204261243336,1383.85788143475,1319.63120378765,120.379391597457,51.2265351661602,0.658298439641792,0.341701560358208,14.0308896073619,-40.5900334300738,14,21,loss
2021-11-28,2021,0,,IND,TB,1609.70820410988,1633.91321959663,0.558440379013706,0.441559620986294,1588.7820006411,1606.82949322245,144.14599178912,250.614287105268,0.537145102038318,0.462854897961682,173.731002630967,122.640723628245,31,38,loss
2021-11-28,2021,0,,MIA,CAR,1476.33171087372,1456.04459294012,0.620330700865294,0.379669299134706,1477.4736826152,1462.9775865754,149.654694644329,154.340638608628,0.564020202448001,0.435979797551999,226.930196465533,-181.287484922276,33,10,win
2021-11-28,2021,0,,DEN,LAC,1448.92582813554,1523.64766094864,0.486012808278282,0.513987191721718,1466.88451025137,1534.03510512963,138.01327083628,237.216041844462,0.484942688934461,0.515057311065539,159.262318757664,183.267189396663,28,13,win
2021-11-28,2021,0,,GB,LAR,1649.62283589925,1572.2414619213,0.694154200095273,0.305845799904727,1623.8661611283,1557.02105495329,238.285001263305,195.825457708382,0.645299076834922,0.354700923165078,327.167718339048,192.769513162356,36,28,win
2021-11-28,2021,0,,SF,MIN,1527.32384291777,1533.69347494835,0.583583972920442,0.416416027079558,1541.22473403994,1525.28114643596,142.271317638977,234.38727049351,0.591171792891639,0.408828207108361,82.998474061698,150.943579244435,34,26,win
2021-11-28,2021,0,,BAL,CLE,1577.80536330701,1526.39584600268,0.661527128642039,0.338472871357961,1579.33731609467,1540.85126670567,212.237803608835,109.155178871408,0.678689210336195,0.321310789663805,-20.4341064196229,74.9273724341465,16,10,win
2021-11-29,2021,0,,WSH,SEA,1463.33420094446,1489.36590991824,0.555845897967683,0.444154102032317,1508.30102190525,1480.66364658084,114.726902553624,146.991499429865,0.578389780272846,0.421610219727154,150.477554988821,180.37993543917,17,15,win
2021-12-02,2021,0,,NO,DAL,1550.44808968126,1510.49784548121,0.64660339656423,0.35339660343577,1534.20346212025,1538.84329410491,68.4022307651994,228.364531559211,0.438999448937018,0.561000551062982,99.9270628307576,122.120700969997,17,27,loss
2021-12-05,2021,0,,MIA,NYG,1499.56328483225,1441.65094813792,0.66985742520371,0.33014257479629,1504.63281707327,1452.52068169804,157.38224482645,119.403368240721,0.683133504718042,0.316866495281958,231.107141998268,-53.7868196605374,20,9,win
2021-12-05,2021,0,,HOU,IND,1354.5760980462,1586.04452186057,0.27722484806713,0.72277515193287,1354.98505842496,1566.17706646527,109.744541398447,147.104492873304,0.232784931532196,0.767215068467805,-101.985021537542,133.665759257055,0,31,loss
2021-12-05,2021,0,,CIN,LAC,1541.23849234363,1495.01965152514,0.654804797852462,0.345195202147538,1536.52551280738,1505.33774137394,146.9373088244,231.821156599682,0.603671014262148,0.396328985737852,200.105493835406,323.213919744685,22,41,loss
2021-12-05,2021,0,,NYJ,PHI,1337.06170454931,1482.31330806816,0.386519688367541,0.613480311632459,1348.50402679744,1472.78547186052,42.0448783065369,145.27259257167,0.357417724141803,0.642582275858197,130.380893020972,201.395636142619,18,33,loss
2021-12-05,2021,0,,ATL,TB,1420.26666721506,1657.57690184594,0.270537459869598,0.729462540130402,1409.35324550987,1629.43442739828,134.546398671014,237.816930757565,0.247135926172413,0.752864073827587,116.170743515044,367.325773592715,17,30,loss
2021-12-05,2021,0,,CHI,ARI,1439.23216573363,1611.09920450841,0.350879359701014,0.649120640298986,1426.71507524368,1618.25006273136,118.167300645399,212.0901822417,0.307871017244887,0.692128982755113,-14.9447985685885,326.959844780324,22,33,loss
2021-12-05,2021,0,,DET,MIN,1276.71485882693,1515.86930156826,0.268447512721429,0.731552487278571,1266.32797809287,1507.82379753664,125.649294770564,226.042901368603,0.234282545422753,0.765717454577247,172.864841374238,251.940087867402,29,27,win
2021-12-05,2021,0,,LAR,JAX,1559.61818703566,1273.93172268542,0.882747923242525,0.117252076757475,1542.13722824888,1288.87316954806,195.519863253779,92.6291868357316,0.875273491817971,0.124726508182029,275.630570178935,47.7656234377202,37,7,win
2021-12-05,2021,0,,OAK,WSH,1457.73833389576,1472.92341169232,0.571202190147335,0.428797809852665,1448.47898206204,1517.33910624255,187.122082278957,118.301967797144,0.554542588819654,0.445457411180346,168.687229682837,157.605910301155,15,17,loss
2021-12-05,2021,0,,SEA,SF,1479.77669917038,1545.14801629786,0.499465631901883,0.500534368098117,1471.62556224354,1558.68208293926,150.330343030796,136.344033281249,0.444110945945444,0.555889054054556,172.072691297839,145.889968255005,30,23,win
2021-12-05,2021,0,,PIT,BAL,1482.63076818234,1590.316131713,0.438878043385351,0.56112195661465,1470.54626270209,1591.14497538682,161.550787194097,188.970612605989,0.39024954983153,0.60975045016847,235.817294828064,69.0493839837163,20,19,win
2021-12-05,2021,0,,KC,DEN,1651.32109568194,1477.55383755904,0.798098943838968,0.201901056161032,1637.9211957453,1495.58187400706,218.779880332777,140.138175628418,0.778751770967775,0.221248229032225,83.3201209424546,52.1106323665884,22,9,win
2021-12-06,2021,0,,BUF,NE,1647.66152661645,1621.02140891322,0.628905187866759,0.371094812133241,1611.81303471713,1625.69188764689,243.87257782982,133.686823834955,0.562556406829011,0.437443593170989,149.434706504176,34.7560580996472,10,14,loss
2021-12-09,2021,0,,MIN,PIT,1498.41364105366,1490.56348425746,0.603329904917459,0.396670095082541,1489.26362391187,1479.30794408336,228.632620018483,168.977437957494,0.629953097670016,0.370046902329984,98.8932058001554,182.667890321151,36,28,win
2021-12-12,2021,0,,HOU,SEA,1336.71206217962,1500.59685236774,0.36141529981123,0.63858470018877,1340.23840223053,1495.16155263931,81.8135290566822,152.5045778575,0.294667942755457,0.705332057244543,233.60176085788,238.158762309827,13,33,loss
2021-12-12,2021,0,,KC,OAK,1660.93433460629,1444.89697010659,0.834488891104904,0.165511108895096,1648.54342996968,1436.07998127527,205.233904393744,185.278597019345,0.815329848323016,0.184670151676984,215.361905801722,109.531391763884,48,9,win
2021-12-12,2021,0,,CAR,ATL,1432.81301898159,1407.0245500319,0.627760307931929,0.372239692068071,1435.81845211733,1397.36372747294,120.777826255537,132.708833155417,0.718849302955098,0.281150697044902,93.175775928705,179.909977657882,21,29,loss
2021-12-12,2021,0,,WSH,DAL,1485.76477548149,1543.06100434796,0.511084801293993,0.488915198706007,1529.73810702932,1559.49686256368,122.232362047545,217.740148500289,0.481888792137891,0.518111207862109,-78.0229992951552,-82.0008407856799,20,27,loss
2021-12-12,2021,0,,NYJ,NO,1316.38282613148,1517.88493081451,0.313077808461501,0.686922191538499,1329.56195141878,1513.54989366148,50.8784797779806,71.5547139717551,0.38925040855496,0.61074959144504,26.220956937122,224.292145351113,9,30,loss
2021-12-12,2021,0,,CLE,BAL,1513.88507759669,1582.38341563788,0.494965656995023,0.505034343004977,1529.04360741352,1582.38329400555,105.732398227682,176.978489743761,0.514777945658133,0.485222054341867,197.922721102286,30.0538899169832,24,22,win
2021-12-12,2021,0,,TEN,JAX,1572.11088743317,1266.98604197392,0.893842892312619,0.106157107687381,1564.61758051044,1281.44917929874,144.226730023331,88.1428304959303,0.887155113366886,0.112844886633114,82.6253326856136,-155.505218701462,20,0,win
2021-12-12,2021,0,,DEN,DET,1467.94059863469,1294.17051934153,0.79810156068529,0.20189843931471,1484.95963978268,1284.88815171764,131.335421302235,130.370849430932,0.816034189812005,0.183965810187995,151.529374489657,106.510405910957,38,10,win
2021-12-12,2021,0,,LAC,NYG,1536.34100954104,1426.11164752492,0.732765913106001,0.267234086893999,1542.74953039484,1437.67362872493,240.960432914182,102.084349450595,0.765487475664369,0.234512524335631,300.69807591398,102.616510159261,37,21,win
2021-12-12,2021,0,,CIN,SF,1499.91713432773,1524.3278631005,0.558148357929408,0.441851642070592,1499.11372378648,1535.14609254349,152.254127325501,137.298626778625,0.537963970034166,0.462036029965834,209.305347748572,141.029514773076,23,26,loss
2021-12-12,2021,0,,TB,BUF,1670.8190190291,1626.53795568729,0.652279094822776,0.347720905177224,1641.42394543521,1593.33808291641,250.767815041081,234.428790697255,0.671627683946072,0.328372316053928,414.464546210289,416.898497354915,33,27,win
2021-12-12,2021,0,,GB,CHI,1662.24611078489,1422.60194503182,0.852415449165158,0.147584550834842,1638.74998783271,1412.3343515283,247.173272970879,70.0888116312678,0.878274671693731,0.121725328306269,355.128143556932,174.847328519864,45,30,win
2021-12-13,2021,0,,ARI,LAR,1627.72942521022,1566.56386774716,0.673985629911865,0.326014370088135,1632.63078644674,1549.5612184982,223.577148495562,203.530933946295,0.688003308934145,0.311996691065855,197.473633281459,293.988732375466,23,30,loss
2021-12-16,2021,0,,LAC,KC,1550.36650640279,1671.76215351049,0.419545498545884,0.580454501454116,1554.90274153747,1660.73799869443,246.934197214162,206.246704534542,0.489595973619826,0.510404026380174,217.541113191315,394.451975666922,28,34,loss
2021-12-18,2021,0,,IND,NE,1603.90855772715,1642.14497984238,0.538439882009585,0.461560117990415,1580.9237226597,1644.16683944761,145.760619511679,123.793747261424,0.50066633970594,0.49933366029406,29.3992621945925,158.50052055496,27,17,win
2021-12-19,2021,0,,JAX,HOU,1261.45296498688,1315.65192565187,0.515538939518331,0.484461060481669,1275.5401241222,1323.45280458586,63.7780255761911,96.992352236802,0.556897672590505,0.443102327409495,50.6571152099608,105.520357066958,16,30,loss
2021-12-19,2021,0,,DET,ARI,1281.9047144358,1597.99387723308,0.190712772307943,0.809287227692057,1273.80278935427,1602.11181465117,127.984805078934,220.966796974152,0.164930180481876,0.835069819518124,271.335586772318,29.4091967807989,30,12,win
2021-12-19,2021,0,,PIT,TEN,1473.69073781012,1577.64396442021,0.444175511121269,0.555824488878731,1463.70201605504,1570.52663568698,170.346483193859,138.066590289559,0.447739372977938,0.552260627022062,50.5663332492364,78.0748365257725,19,13,win
2021-12-19,2021,0,,NYG,DAL,1412.08615066317,1564.39111564318,0.376937421629474,0.623062578370526,1425.5204175823,1579.42401216938,102.137565521462,187.766049571692,0.36804292683558,0.63195707316442,-109.465558314772,139.439463133906,6,21,loss
2021-12-19,2021,0,,BUF,CAR,1613.64568347183,1404.03897915382,0.829312586975193,0.170687413024807,1581.24188420244,1401.69987613091,252.675761363021,118.017621222854,0.78370411952554,0.21629588047446,116.100769790613,100.3376099154,31,14,win
2021-12-19,2021,0,,MIA,NYJ,1515.10258544525,1298.15882411169,0.835208279641556,0.164791720358444,1519.47987004638,1306.32470572314,164.754734543632,48.4127274938947,0.882952600583877,0.117047399416123,42.4338290991823,4.96881233811435,31,24,win
2021-12-19,2021,0,,SF,ATL,1540.09389967801,1435.79858985967,0.726023916642455,0.273976083357545,1550.24299605592,1431.48230345936,137.67171557807,137.428947605664,0.761519718619108,0.238480281380892,168.673278147895,112.346371376768,31,13,win
2021-12-19,2021,0,,DEN,CIN,1480.20640354042,1484.15109775022,0.586972208774807,0.413027791225193,1496.04500214605,1484.01682027405,133.354816620978,157.959249367808,0.588381368780201,0.411618631219799,-22.8056699499532,123.261176631034,10,15,loss
2021-12-19,2021,0,,BAL,GB,1571.26900330599,1669.43452331068,0.452415426273976,0.547584573726024,1571.77142240877,1644.58876005032,3.34338806646593,257.968760029484,0.232091225388962,0.767908774611038,447.231253109494,272.802876062797,30,31,loss
2021-12-19,2021,0,,TB,NO,1683.71129124456,1536.1089328343,0.772738182293313,0.227261817706687,1653.52014414918,1536.78713935712,267.137488158002,86.8284571096909,0.820713266463477,0.179286733536523,-43.433799894109,16.5198635027956,0,9,loss
